CTT,CGGH,CGGHH,mhh,sigma
-3.0,0.1333,0.3333,0.215,0.4527931809425354
-3.0,-1.0,-0.8,0.525,0.0644861757755279
0.5,0.2666,-0.2,0.645,0.0003851059882435
-1.0,-1.0,1.0,0.535,0.0207344591617584
-1.0,0.1333,0.0666,0.065,0.1098459064960479
-1.0,-0.8,-0.2,0.6950000000000001,0.0009780549444258
-1.0,-0.8,-0.8,0.605,0.007006749510765
-1.0,0.6666,0.0666,0.215,0.0756665095686912
-1.0,-0.6,1.0,0.475,0.0233376920223236
-1.0,0.5333,0.0666,0.135,0.1403034925460815
-1.0,-1.0,0.0,0.365,0.0213311556726694
0.5,0.0,0.0,0.305,0.0026786308735609
0.5,0.1333,0.0666,0.625,0.000440701318439
-1.0,0.2666,0.3333,0.785,0.0021878571715205
0.0,-0.4,0.0,0.665,1.3189564924687149e-05
-3.0,0.1333,0.2666,0.715,0.009963353164494
0.0,-0.4,-0.2,0.755,0.0002892099728342
-1.5,0.8,-0.8,0.445,0.0361867472529411
-1.5,0.0,1.0,0.255,0.0987236350774765
-1.5,-0.4,0.3333,0.645,0.0047052162699401
-1.0,0.0,-0.2,0.07500000000000001,0.2208265662193298
0.5,-1.0,-0.2,0.10500000000000001,0.0022678710520267
-1.0,0.1333,0.0666,0.625,0.0029871622100472
0.5,0.2,0.6,0.6950000000000001,0.002955179195851
-1.5,0.2666,0.3333,0.275,0.0758856832981109
-3.0,1.0,0.6,0.445,0.0866609290242195
-3.0,-1.0,1.0,0.6950000000000001,0.0207172781229019
-3.0,0.0,0.0,0.775,0.0114385727792978
-1.0,0.2,-0.8,0.28500000000000003,0.0882582664489746
0.0,0.6666,0.0,0.735,2.579006104497239e-05
-1.0,-1.0,0.6,0.495,0.0117068979889154
-3.0,0.0,-0.2,0.725,0.0159290321171283
-3.0,0.1333,0.3333,0.405,0.086316592991352
0.5,1.0,0.6,0.5650000000000001,0.0058792675845324
0.5,0.0,-0.8,0.08499999999999999,0.0352548770606517
-1.5,0.8,0.0,0.505,0.0116032641381025
-1.0,0.8,1.0,0.465,0.0248973444104194
0.0,0.1333,0.2666,0.08499999999999999,0.0028011277318
-1.0,0.8,-0.2,0.595,0.0023850735742598
0.5,-0.4,0.0,0.155,0.0037469116505235
-3.0,-0.4,0.3333,0.535,0.0444352030754089
-3.0,-1.0,-0.2,0.155,1.251338005065918
0.0,0.5333,-0.2,0.035,0.003120134351775
-1.5,-0.6,0.6,0.425,0.0259383041411638
0.5,-0.5333,-0.2,0.585,0.0007488061091862
-1.5,0.2666,0.0666,0.34500000000000003,0.0454175397753715
-3.0,0.8,1.0,0.295,0.2418983280658722
-1.5,1.0,1.0,0.595,0.0186852272599935
-3.0,-0.5333,0.0,0.34500000000000003,0.1379251331090927
-1.0,0.0,0.0666,0.515,0.0062803463079035
-1.0,0.0,-0.2,0.765,0.0014855319168418
-1.5,0.5333,0.2666,0.08499999999999999,0.2567230761051178
-1.0,-0.8,-0.2,0.375,0.0195361599326133
-1.5,0.6666,0.0,0.215,0.1458824127912521
-3.0,1.0,1.0,0.445,0.0790921673178672
-1.0,0.5333,0.3333,0.625,0.0039453506469726
-1.5,-0.8,-0.8,0.765,0.0053334180265665
-3.0,-1.0,0.6,0.28500000000000003,0.2718026041984558
-3.0,-0.6,-1.0,0.135,1.7939125299453735
0.5,1.0,1.0,0.485,0.0219107083976268
-3.0,0.1333,0.0,0.255,0.3612951040267944
0.0,-0.5333,0.2666,0.165,0.0075288652442395
-3.0,1.0,-1.0,0.555,0.0453056916594505
0.0,0.5333,0.0666,0.265,0.0023750981781631
0.5,0.6666,0.0,0.665,0.0003067291399929
0.0,0.2666,0.2666,0.715,0.000617905287072
-1.0,-0.6,-0.8,0.175,0.2844782471656799
-3.0,0.0,0.0,0.475,0.0471344031393528
-1.5,-0.4,-0.2,0.675,0.0040730722248554
0.5,-1.0,0.0,0.025,0.0005048090824857
-1.5,0.0,-0.2,0.445,0.0224233847111463
-1.5,0.0,-0.2,0.025,0.1790230423212051
-1.5,-1.0,-1.0,0.245,0.261508971452713
-1.0,-1.0,0.0,0.785,0.0010363893816247
-1.5,0.2666,-0.2,0.645,0.005220481660217
-3.0,-0.5333,0.2666,0.6950000000000001,0.0083867451176047
-1.0,-1.0,-0.2,0.155,0.2192759662866592
-1.5,0.5333,0.2666,0.735,0.0038206127937883
-3.0,0.5333,0.2666,0.07500000000000001,0.8414983153343201
-1.5,-0.6,-0.2,0.465,0.0205159075558185
-1.0,0.0,-0.2,0.585,0.0036293109878897
-1.0,1.0,0.0,0.605,0.0025741297286003
0.0,0.5333,0.0666,0.065,0.0010110326111316
-3.0,0.2666,0.2666,0.095,1.0752322673797607
0.5,-0.8,-0.2,0.575,0.0008843415998853
-1.0,0.1333,0.3333,0.535,0.0046014548279345
-3.0,0.2,-0.8,0.725,0.0202874094247818
-3.0,-0.6,-0.8,0.295,0.385066419839859
-1.0,0.8,-0.8,0.755,0.0066282204352319
-1.5,0.6666,0.2666,0.255,0.0896100550889968
-1.5,1.0,0.6,0.655,0.0070149549283087
-1.5,-0.8,-0.2,0.655,0.0012887364719063
-1.0,0.2,-0.2,0.365,0.0178807266056537
-1.5,0.2666,0.3333,0.435,0.0199343375861644
-1.5,-0.8,0.6,0.165,0.1939294785261154
-1.0,0.8,-0.8,0.025,0.1837094575166702
-3.0,0.2666,0.0,0.725,0.0054928790777921
-1.0,-0.5333,-0.2,0.7050000000000001,0.0016391933895647
0.5,-0.8,-1.0,0.525,0.014925243332982
-3.0,-1.0,0.6,0.175,0.7644684314727783
-1.0,-0.4,0.3333,0.735,0.0017699869349598
-3.0,1.0,1.0,0.485,0.0654067993164062
0.0,0.5333,0.2666,0.335,0.0038594703655689
-1.0,0.1333,0.3333,0.20500000000000002,0.0641817450523376
-1.0,0.5333,-0.2,0.775,0.0005789270508103
0.5,0.2,0.0,0.175,0.0066012144088745
-1.5,1.0,0.6,0.475,0.0228768847882747
-3.0,0.0,0.0,0.265,0.3938950002193451
-1.0,-0.8,-0.8,0.5650000000000001,0.0144428759813308
0.5,-0.6,-0.2,0.015,0.0009347247541882
-1.5,0.0,0.0,0.495,0.0169426836073398
-1.0,0.0,-0.2,0.465,0.0095728738233447
-1.0,1.0,1.0,0.665,0.0117620388045907
0.5,0.5333,0.0666,0.455,0.0012681913794949
0.5,-0.5333,-0.2,0.525,0.0008863083785399
-1.5,0.0,0.0666,0.425,0.0236677303910255
-1.0,-0.4,0.0,0.265,0.0524399392306804
-3.0,0.2,0.6,0.475,0.0608272366225719
-1.0,1.0,1.0,0.035,0.01056510489434
0.5,0.0,0.6,0.755,0.0029344628565013
-1.5,0.2,-0.8,0.08499999999999999,0.7567706108093262
0.5,0.6666,-0.2,0.535,0.0006304471171461
0.5,0.5333,-0.2,0.655,0.000498708919622
0.5,0.5333,0.0666,0.28500000000000003,0.00540716573596
0.5,-0.5333,-0.2,0.755,0.0004132969479542
0.0,-0.5333,0.2666,0.175,0.0067911897785961
0.5,0.2,0.0,0.065,0.0067882682196795
0.0,0.2666,0.0666,0.155,0.0076943002641201
0.5,0.1333,0.0666,0.155,0.0081892823800444
0.5,1.0,-0.2,0.715,0.0003483517211861
-1.0,0.2,-1.0,0.015,0.1996994167566299
0.5,0.5333,0.0666,0.755,0.0001287400373257
0.5,1.0,-0.2,0.375,0.0013552235905081
0.5,0.0,-1.0,0.525,0.0134728914126753
-3.0,0.8,0.0,0.325,0.1983602941036224
0.5,-0.4,0.0666,0.095,0.0035990395117551
0.5,0.0,0.2666,0.605,0.0011127063771709
-3.0,-0.6,-1.0,0.325,0.3059732615947723
-1.5,1.0,-0.2,0.235,0.1553905308246612
0.5,0.2,0.0,0.235,0.004958298522979
-3.0,-0.5333,0.2666,0.495,0.0544703304767608
-1.0,0.8,-0.2,0.575,0.0034890286624431
-1.5,-0.5333,0.3333,0.155,0.2186136245727539
0.5,0.2666,-0.2,0.34500000000000003,0.0013050157576799
-1.5,0.0,0.6,0.10500000000000001,0.2591961920261383
0.5,0.6666,0.0666,0.455,0.0012399413390085
-1.5,0.1333,0.0666,0.10500000000000001,0.3686183691024779
-1.5,0.5333,-0.2,0.765,0.001438491162844
0.0,0.0,0.0,0.445,0.0001672780199442
0.5,0.1333,0.0666,0.07500000000000001,0.0066889273002743
-1.5,0.8,-0.2,0.665,0.0034781852737069
-1.5,-0.6,0.6,0.005,0.0055680004879832
-1.5,0.8,1.0,0.375,0.0504754558205604
0.0,0.2666,0.2666,0.035,0.0030731463339179
-1.5,-1.0,0.6,0.515,0.0175973214209079
0.5,0.1333,-0.2,0.405,0.0012879208661615
-1.0,0.1333,-0.2,0.785,0.0006243591196835
-1.5,0.2666,0.3333,0.675,0.0025215882342308
-3.0,0.1333,0.0,0.715,0.009332476183772
-1.5,0.5333,-0.2,0.365,0.0366956554353237
-1.0,0.2,-1.0,0.125,0.471153050661087
-1.5,0.2666,0.0,0.355,0.0342179834842681
-3.0,1.0,-0.8,0.355,0.1901916712522506
-1.0,1.0,-0.2,0.755,0.0025187474675476
-1.0,-0.5333,0.3333,0.425,0.0105993775650858
-3.0,0.0,0.0,0.035,0.7032458782196045
0.5,0.8,0.6,0.335,0.0205508023500442
0.0,0.5333,-0.2,0.195,0.0088713336735963
-3.0,-0.8,0.6,0.315,0.2230676561594009
0.5,1.0,1.0,0.035,0.2260005176067353
0.5,0.8,-1.0,0.625,0.0090362103655934
-1.0,-0.4,0.0,0.745,0.0009257439523935
-1.0,-0.4,0.2666,0.14500000000000002,0.1183959394693374
0.0,0.5333,0.3333,0.28500000000000003,0.0061461571604013
-1.0,1.0,-1.0,0.255,0.1444771438837051
0.0,0.6666,0.2666,0.395,0.002927525434643
-1.5,1.0,0.6,0.7050000000000001,0.0064157112501561
-1.0,1.0,0.6,0.745,0.0041621862910687
-1.0,-0.5333,0.0666,0.465,0.0069375471211969
0.5,-0.8,-1.0,0.725,0.0070346361026167
-1.5,-1.0,0.6,0.195,0.1618697941303253
0.5,-1.0,-0.8,0.6950000000000001,0.0062252017669379
-3.0,0.0,1.0,0.635,0.019286148250103
0.0,-0.4,-0.2,0.175,0.0143880229443311
-1.0,0.0,-0.2,0.365,0.0186965782195329
-1.5,1.0,-0.8,0.545,0.0179318916052579
0.5,0.0,-0.8,0.665,0.0061851856298744
-1.0,-0.5333,-0.2,0.10500000000000001,0.2674018442630768
0.5,1.0,-0.8,0.165,0.0119207464158535
-1.5,0.2,-1.0,0.615,0.0131154432892799
-3.0,-0.6,1.0,0.495,0.0620708689093589
0.0,0.6666,0.2666,0.725,0.0004361040191724
-3.0,0.0,0.3333,0.355,0.1194750741124153
-1.5,0.8,0.6,0.715,0.0040940837934613
-1.5,-0.6,0.6,0.445,0.0254547130316495
-3.0,0.6666,0.0,0.435,0.0747115835547447
-1.0,0.5333,0.0666,0.585,0.002768873469904
0.5,1.0,0.6,0.495,0.0078790364786982
-1.0,0.0,0.0,0.11499999999999999,0.1955646872520446
-1.0,-1.0,-0.2,0.265,0.0656850561499595
-1.5,0.0,0.0,0.055,0.2039488703012466
-3.0,-0.6,0.6,0.025,0.4303207993507385
-1.5,-0.4,0.0666,0.545,0.008126781322062
-1.5,0.5333,-0.2,0.315,0.0586009435355663
-3.0,0.0,-0.2,0.14500000000000002,1.1130049228668213
-1.0,0.2,0.0,0.7050000000000001,0.0008300155750475
-1.0,0.1333,0.0,0.28500000000000003,0.0352587476372718
0.5,0.6666,0.2666,0.135,0.0250623375177383
-3.0,0.2,-0.8,0.015,0.6573892831802368
-1.5,0.6666,-0.2,0.055,0.2200642824172973
-3.0,-0.4,0.0,0.765,0.005771892145276
0.5,0.2,-0.8,0.185,0.0162006020545959
-1.0,0.8,1.0,0.775,0.008983651176095
-1.0,0.2666,-0.2,0.675,0.0013095827307552
-1.0,0.5333,0.3333,0.175,0.0842423141002655
-3.0,-0.8,0.0,0.135,1.2024304866790771
0.0,0.6666,0.0,0.235,0.0030871997587382
-1.5,1.0,1.0,0.165,0.1519864797592163
0.5,0.8,0.6,0.715,0.0039617409929633
-1.0,-0.5333,0.3333,0.195,0.0737388134002685
-1.5,0.0,-0.2,0.615,0.0050268243066966
-3.0,0.2,0.6,0.405,0.0990301892161369
-3.0,-0.6,-0.8,0.035,1.231207251548767
-1.5,1.0,0.0,0.255,0.1119067966938018
-3.0,0.2666,0.0666,0.325,0.1883985698223114
0.0,-0.5333,0.0666,0.125,0.0131907006725668
-1.5,-0.5333,0.0,0.14500000000000002,0.2931479513645172
-1.0,0.2,-0.2,0.745,0.0014339521294459
0.5,-0.4,0.3333,0.315,0.0083792321383953
-1.0,0.2666,0.0666,0.765,0.0009168679243884
-1.0,0.0,-0.8,0.28500000000000003,0.0868267118930816
0.0,-0.4,0.2666,0.775,0.0004721833975054
0.5,0.0,0.2666,0.465,0.0024053880479186
0.5,-1.0,-1.0,0.215,0.0327629335224628
-3.0,0.0,0.0,0.675,0.011232222430408
0.5,0.8,-1.0,0.135,0.0296010412275791
-3.0,0.2666,0.0666,0.6950000000000001,0.0085692163556814
0.0,0.0,0.0666,0.6950000000000001,8.078372047748417e-05
0.5,0.1333,0.0666,0.755,0.0001904301898321
-1.0,0.0,0.0,0.295,0.0362137407064437
-1.5,0.2666,0.0666,0.175,0.2183424085378646
-1.0,-1.0,-0.8,0.025,0.3843575417995453
-1.5,-1.0,-0.2,0.765,0.0008774684974923
-3.0,-0.5333,-0.2,0.20500000000000002,0.6177135705947876
0.5,0.1333,0.0,0.745,0.0001933572057168
0.0,0.0,0.2666,0.065,0.0005254917778074
-1.0,0.2666,0.3333,0.035,0.0292479936033487
-1.0,0.2,-1.0,0.395,0.0463368706405162
-1.5,0.1333,0.3333,0.7050000000000001,0.0041103148832917
-1.5,-0.6,0.0,0.215,0.1717839092016219
-3.0,0.1333,0.2666,0.14500000000000002,0.7962711453437805
-1.0,-0.4,0.3333,0.465,0.0083112632855772
-3.0,-0.4,0.0666,0.375,0.1325681805610656
0.0,-0.5333,0.0,0.375,0.0006617191247642
-1.5,0.5333,0.2666,0.625,0.0038131522014737
-1.5,0.8,1.0,0.07500000000000001,0.0699272453784942
0.5,0.5333,0.0,0.475,0.00107219920028
-1.5,0.5333,0.0,0.6950000000000001,0.0040091034024953
-1.0,0.2666,-0.2,0.325,0.0305862575769424
0.5,1.0,1.0,0.325,0.0482226647436618
-1.5,0.1333,0.3333,0.155,0.195736899971962
-3.0,-0.4,0.0666,0.485,0.056250475347042
-3.0,0.5333,0.2666,0.375,0.1061471030116081
0.5,0.0,-0.2,0.28500000000000003,0.0014858366921544
0.0,-0.5333,0.3333,0.245,0.0063471901230514
0.5,1.0,-0.8,0.025,0.0011718767927959
-1.0,-0.4,0.3333,0.335,0.0256502069532871
0.5,0.2666,0.0666,0.715,0.0002561576548032
-1.0,0.6666,0.0666,0.455,0.0077987378463149
-1.0,0.2,-0.2,0.195,0.131754919886589
0.0,0.5333,0.2666,0.175,0.00786854326725
-1.5,-0.5333,0.0,0.405,0.0296212844550609
0.5,-0.8,-0.8,0.615,0.0056195650249719
-1.0,-0.6,-1.0,0.305,0.091634951531887
0.5,0.2,0.0,0.725,0.0001400522596668
0.5,-1.0,1.0,0.215,0.0774927213788032
-3.0,0.2666,0.2666,0.495,0.0423990562558174
0.5,-0.4,0.0666,0.6950000000000001,0.0003093717969022
-3.0,0.1333,0.2666,0.28500000000000003,0.2590079307556152
-3.0,0.0,1.0,0.595,0.0339559726417064
-1.0,-0.6,-1.0,0.585,0.0112150302156806
-3.0,0.2,1.0,0.035,0.2730885744094849
-1.5,0.2666,0.3333,0.635,0.006557997316122
0.5,1.0,0.0,0.635,0.0002390318113612
-1.0,0.2666,0.3333,0.175,0.0862769111990928
-3.0,1.0,-0.2,0.595,0.0249604694545269
0.5,-1.0,-1.0,0.245,0.0307955872267484
-1.0,0.8,-0.8,0.235,0.1385030448436737
-3.0,1.0,-0.8,0.685,0.0191919598728418
-1.5,0.1333,-0.2,0.28500000000000003,0.0803739130496978
-1.5,1.0,0.6,0.545,0.0172598250210285
0.0,0.5333,0.3333,0.635,0.0013318416895344
0.5,-0.5333,0.0,0.275,0.0026616849936544
0.0,0.5333,0.3333,0.025,0.0140640968456864
-1.0,1.0,-0.2,0.265,0.0640132948756218
0.5,0.0,0.6,0.375,0.0161609686911106
-1.5,0.2,-1.0,0.225,0.3005425333976745
-1.0,-0.8,-0.8,0.735,0.0035024431999772
-1.5,0.1333,0.0,0.425,0.0227659083902835
-1.0,0.1333,-0.2,0.405,0.0169157125055789
0.5,0.5333,0.3333,0.465,0.0047092819586396
-3.0,-0.8,-0.8,0.665,0.0233463086187839
-1.5,0.1333,0.0666,0.015,0.0795843750238418
-1.5,-1.0,-1.0,0.125,0.8505654335021973
-3.0,0.5333,0.0666,0.41500000000000004,0.100679762661457
-1.5,0.5333,0.0,0.585,0.0043220594525337
0.5,0.5333,0.3333,0.245,0.0152268409729003
-1.0,0.5333,0.2666,0.595,0.0025575305335223
0.5,1.0,1.0,0.335,0.0493427775800228
0.5,0.8,-0.8,0.11499999999999999,0.0181038957089185
0.5,-0.6,0.6,0.575,0.0058277808129787
0.5,-1.0,-0.2,0.005,0.0009829708142206
-3.0,-0.4,0.2666,0.385,0.1109489500522613
-1.5,0.0,-0.2,0.11499999999999999,0.4219435155391693
-1.0,-1.0,1.0,0.065,0.0291333198547363
-3.0,0.1333,0.0666,0.745,0.0108120506629347
-1.0,-1.0,-1.0,0.325,0.0930997729301452
-3.0,-0.4,0.3333,0.165,0.7385902404785156
-1.0,0.2,0.0,0.685,0.0012213516747578
-1.0,0.1333,0.0,0.265,0.0514635927975177
0.0,0.2666,0.2666,0.465,0.0019995821639895
0.5,0.6666,0.0666,0.655,0.0004059423808939
-1.5,0.5333,-0.2,0.28500000000000003,0.0913423895835876
0.0,0.0,0.3333,0.665,0.0011145784519612
-1.0,-1.0,0.6,0.275,0.0401996932923793
-1.5,0.0,-1.0,0.595,0.0226023495197296
-1.5,0.8,0.6,0.035,0.0372699722647666
0.5,0.1333,0.0666,0.655,0.0004677257384173
0.0,-0.4,-0.2,0.655,0.0002888528688345
-1.0,0.8,-0.8,0.545,0.0181276127696037
-1.0,-1.0,0.6,0.7050000000000001,0.0025439851451665
-1.5,0.0,0.0666,0.045,0.1738716959953308
0.0,0.5333,0.2666,0.525,0.0012293707113713
-3.0,-1.0,0.6,0.775,0.011416582390666
0.5,-0.8,-1.0,0.005,0.0099847735837101
-1.0,0.2666,0.0,0.215,0.0786182731389999
-3.0,-1.0,0.0,0.295,0.2819384038448334
-1.5,0.0,0.0,0.28500000000000003,0.0903292074799537
-1.0,-0.5333,0.0666,0.635,0.0032010206487029
-1.5,0.8,-1.0,0.735,0.0096932630985975
0.0,0.6666,-0.2,0.315,0.0016297999536618
-1.0,0.0,0.0,0.605,0.0041380450129508
-1.0,-0.4,0.0666,0.095,0.1974618136882782
0.5,0.0,0.2666,0.295,0.0078136371448636
0.5,0.1333,-0.2,0.165,0.0010137915378436
-1.5,0.8,0.0,0.785,0.0005949565675109
-3.0,0.2666,0.2666,0.785,0.0069006253033876
-1.0,-0.8,1.0,0.765,0.0075547383166849
-1.5,0.0,0.0666,0.445,0.0170372556895017
-1.0,-1.0,-0.8,0.465,0.0261211283504962
-1.5,0.8,1.0,0.545,0.0229186955839395
-1.0,0.1333,0.0,0.505,0.0038618459366261
0.5,0.8,0.6,0.235,0.0404503606259822
0.5,0.6666,0.2666,0.045,0.0403746329247951
0.5,0.6666,0.0,0.555,0.0005320973577909
0.5,-0.6,0.6,0.615,0.0040654730983078
-1.0,0.0,-0.2,0.725,0.0019748688209801
-1.0,-0.8,-1.0,0.595,0.0136118438094854
0.5,-0.8,1.0,0.585,0.0143213784322142
-3.0,0.2,-1.0,0.715,0.0177990421652793
0.5,0.6666,0.3333,0.195,0.0237492974847555
-1.0,0.8,1.0,0.685,0.0111003359779715
-1.0,0.8,-0.2,0.435,0.0139148980379104
-1.0,0.2666,-0.2,0.595,0.0042597353458404
0.5,1.0,1.0,0.545,0.0174879003316164
-1.5,1.0,-0.8,0.28500000000000003,0.147863894701004
-1.0,-0.4,0.0666,0.135,0.1746165007352829
-3.0,0.6666,0.0666,0.475,0.0550062395632267
-1.5,1.0,-1.0,0.665,0.0120300417765975
-1.5,0.0,0.6,0.445,0.0235730353742837
-1.0,-0.5333,0.2666,0.325,0.02408461086452
-1.5,0.2,-0.2,0.155,0.359039306640625
-3.0,0.1333,0.0666,0.445,0.0658975541591644
0.5,0.1333,0.0666,0.20500000000000002,0.0067324605770409
-1.0,-0.4,0.2666,0.375,0.0161780323833227
0.5,0.8,-0.8,0.635,0.0062541449442505
-1.5,0.2,-0.2,0.685,0.0033881100825965
-3.0,1.0,-0.8,0.20500000000000002,0.8890635967254639
0.0,0.1333,0.2666,0.295,0.0041950196027755
-3.0,1.0,-1.0,0.405,0.1688506454229354
0.0,-0.4,-0.2,0.225,0.0063240183517336
0.5,-1.0,0.6,0.535,0.0057202279567718
0.0,0.2666,0.0666,0.055,0.0011507859453558
-3.0,-1.0,0.0,0.035,0.8423934578895569
-1.5,-0.5333,0.2666,0.6950000000000001,0.0020576831884682
0.5,-0.8,-0.8,0.485,0.0101940846070647
-3.0,-1.0,-0.8,0.215,0.8040169477462769
-1.5,0.1333,0.0666,0.14500000000000002,0.2694670259952545
-1.5,-0.5333,-0.2,0.185,0.2426957935094833
0.5,0.6666,0.2666,0.385,0.0055608712136745
-3.0,-0.6,1.0,0.175,0.6122115254402161
-1.0,0.5333,0.3333,0.605,0.0031340480782091
-1.0,-0.4,0.2666,0.775,0.0008638829458504
0.5,1.0,0.6,0.08499999999999999,0.0930028408765792
-1.0,0.5333,-0.2,0.265,0.058598518371582
-1.5,0.6666,-0.2,0.395,0.0283812340348958
-1.0,-0.5333,0.0,0.175,0.1190246194601059
-3.0,0.2,-0.2,0.035,0.7258668541908264
0.5,-0.5333,0.3333,0.135,0.0214258134365081
-3.0,0.0,-0.2,0.365,0.1627110540866851
-1.5,-0.5333,-0.2,0.755,0.0041422382928431
0.5,0.8,0.0,0.095,0.0107409274205565
-1.0,0.5333,0.3333,0.08499999999999999,0.110448271036148
0.5,1.0,-0.8,0.515,0.0096016973257064
-3.0,0.0,1.0,0.025,0.2222516685724258
0.5,0.0,0.6,0.725,0.002685610204935
-1.5,1.0,-0.8,0.435,0.0352964773774147
-1.5,-0.8,0.6,0.5650000000000001,0.0121704693883657
0.5,0.1333,0.3333,0.405,0.005919162184
-1.0,1.0,0.0,0.255,0.0534441992640495
-1.5,-0.4,-0.2,0.355,0.0439396686851978
-1.5,0.5333,-0.2,0.10500000000000001,0.4279642701148987
-1.0,-0.5333,0.0,0.795,0.0007646296871826
-1.0,-0.6,-0.8,0.785,0.0042649023234844
0.0,-0.4,0.0666,0.135,0.0100328847765922
0.5,0.2666,0.2666,0.135,0.0229443795979022
0.5,-0.6,-0.2,0.505,0.0009531379910185
0.5,0.8,-0.2,0.265,0.0018887075129896
-1.5,0.8,0.6,0.20500000000000002,0.1362213045358657
-1.5,-1.0,-1.0,0.28500000000000003,0.1829418540000915
-1.5,0.0,0.6,0.325,0.0545319765806198
-1.0,0.0,0.0,0.665,0.0005184119218029
0.5,0.0,0.6,0.655,0.0045655900612473
-1.5,0.0,0.2666,0.20500000000000002,0.1422163695096969
0.0,-0.5333,-0.2,0.11499999999999999,0.0309504531323909
-1.5,-0.8,-1.0,0.7050000000000001,0.0114800883457064
0.0,0.1333,0.2666,0.235,0.0056370254606008
-1.0,-0.4,0.0,0.195,0.0957427397370338
-1.0,0.6666,0.3333,0.475,0.0078127449378371
-1.5,1.0,0.0,0.325,0.0604133307933807
-1.0,0.5333,0.3333,0.07500000000000001,0.0854092091321945
-3.0,1.0,-0.8,0.6950000000000001,0.0206348486244678
0.5,-1.0,-0.2,0.275,0.0013437258312478
0.0,0.5333,-0.2,0.595,0.0003756345831789
-1.5,0.8,0.6,0.275,0.0822414308786392
-1.0,0.0,-0.2,0.675,0.0014892002800479
-1.0,0.6666,-0.2,0.185,0.1227146759629249
-1.0,0.0,-0.2,0.445,0.0140219796448946
-1.0,0.0,0.0,0.08499999999999999,0.2257045954465866
0.5,-1.0,-0.8,0.775,0.0040782066062092
-1.5,0.1333,0.0,0.375,0.0316148921847343
-3.0,0.5333,0.2666,0.325,0.1678954809904098
-1.0,-0.6,-1.0,0.355,0.0628246143460273
-1.0,0.0,0.6,0.125,0.1092073917388916
-1.0,0.2666,-0.2,0.315,0.0334678888320922
-1.0,0.0,-0.2,0.475,0.0093690268695354
0.5,-0.5333,0.0666,0.385,0.0019708436448127
-1.0,0.0,0.0666,0.795,0.0009665654506534
0.5,-0.6,0.6,0.545,0.006024592090398
-3.0,0.2666,0.3333,0.665,0.0067072231322526
0.5,1.0,1.0,0.045,0.2229016870260238
-3.0,-0.4,0.0,0.275,0.3191366791725159
-1.5,0.0,1.0,0.135,0.1757853925228119
-1.0,-1.0,1.0,0.715,0.0083882408216595
-1.5,1.0,-1.0,0.385,0.0675625205039978
-3.0,0.6666,-0.2,0.10500000000000001,1.288530945777893
-3.0,1.0,0.6,0.015,0.1495525985956192
0.0,0.6666,0.0,0.015,0.0024862017016857
-1.0,-1.0,0.0,0.685,0.0026991283521056
-1.0,0.6666,-0.2,0.505,0.0050852261483669
-1.0,0.6666,0.3333,0.34500000000000003,0.0220935065299272
-3.0,-0.4,0.0,0.395,0.1006026491522789
-1.0,0.8,-0.8,0.07500000000000001,0.404091626405716
-3.0,1.0,-0.2,0.295,0.2921022176742553
0.5,-0.6,0.6,0.655,0.0033147768117487
-1.5,-1.0,1.0,0.425,0.0380537249147892
-1.5,0.8,-0.2,0.7050000000000001,0.0024359156377613
-1.0,-0.4,-0.2,0.005,0.0132393445819616
-1.5,0.1333,0.3333,0.225,0.1264089196920395
-1.0,-1.0,0.6,0.405,0.0207595396786928
-1.5,0.2666,0.0666,0.375,0.0288958176970481
-1.0,-1.0,0.6,0.295,0.0396972224116325
-3.0,-0.8,-1.0,0.385,0.1939580291509628
0.0,0.2666,0.0666,0.065,0.0025827118661254
0.5,-0.6,-0.2,0.725,0.0004205757286399
-1.0,1.0,0.0,0.745,0.00114577927161
-1.0,0.8,0.0,0.325,0.033169861882925
0.5,0.2666,0.3333,0.595,0.0012916873674839
-1.5,0.8,-0.8,0.525,0.0161446705460548
0.5,-0.8,-0.2,0.215,0.0010675807716324
-1.5,0.0,0.0666,0.735,0.0025201274547725
-3.0,1.0,0.0,0.235,0.4685033559799194
0.5,-1.0,-1.0,0.265,0.0292455945163965
-1.5,1.0,-0.8,0.335,0.0769310593605041
-1.0,-1.0,-0.8,0.14500000000000002,0.4092119932174682
0.5,-0.8,-0.2,0.195,0.0006833811057731
0.5,0.0,0.6,0.795,0.0018740849336609
0.0,0.0,0.3333,0.395,0.0033603573683649
-3.0,0.0,0.0,0.6950000000000001,0.015718575567007
-1.0,0.5333,0.3333,0.385,0.0154297864064574
0.5,-0.8,1.0,0.055,0.0978757068514824
-1.5,0.2,-1.0,0.525,0.0303802490234375
0.5,-0.6,-0.8,0.10500000000000001,0.0397109389305114
-3.0,0.2666,0.3333,0.11499999999999999,1.0206753015518188
0.5,0.8,0.0,0.605,0.0004251285281497
-1.0,-0.4,-0.2,0.685,0.0025112554430961
-1.0,-0.6,1.0,0.505,0.0211738515645265
0.0,-0.5333,0.0666,0.405,0.0004173515771981
-3.0,-0.6,0.6,0.165,0.7375398278236389
-1.5,-1.0,0.6,0.08499999999999999,0.2742984890937805
-3.0,-0.8,-1.0,0.395,0.1340571492910385
-3.0,0.2666,0.2666,0.605,0.0147884078323841
-1.5,0.6666,0.0,0.195,0.17026486992836
-1.0,0.0,1.0,0.34500000000000003,0.0404443107545375
